,ICEDEU3,CO1COMDTY,GASEUEQUITY,WK2COMBCOMDTY
2015-08-06,7.82,45.32723,20.04,0.0
2015-08-05,7.81,45.60839,19.99,0.0
2015-08-04,7.88,45.60299,19.75,0.0
2015-08-03,7.93,45.17836,19.82,0.0
2015-08-02,0.0,0.0,0.0,0.0
2015-08-01,0.0,0.0,0.0,0.0
2015-07-31,7.85,47.4507,19.81,0.0
2015-07-30,7.86,48.85,19.83,0.0
2015-07-29,8.04,48.37336,20.19,0.0
2015-07-28,8.0,48.24403,20.55,0.0
2015-07-27,8.0,48.11482,20.37,0.0
2015-07-26,0.0,0.0,0.0,0.0
2015-07-25,0.0,0.0,0.0,0.0
2015-07-24,7.98,49.75405,20.55,0.0
2015-07-23,8.05,50.27745,20.74,0.0
2015-07-22,7.94,51.48124,20.84,0.0
2015-07-21,7.94,52.0438,20.98,0.0
2015-07-20,7.96,52.25533,21.03,0.0
2015-07-19,0.0,0.0,0.0,0.0
2015-07-18,0.0,0.0,0.0,0.0
2015-07-17,7.72,52.5928,20.93,0.0
2015-07-16,7.64,52.8779,21.04,0.0
2015-07-15,7.74,52.11473,20.76,0.0
2015-07-14,7.71,53.1426,20.44,0.0
2015-07-13,7.77,52.4907,20.4,0.0
2015-07-12,0.0,0.0,0.0,0.0
2015-07-11,0.0,0.0,0.0,0.0
2015-07-10,7.59,52.77204,20.29,0.0
2015-07-09,7.46,53.26729,19.82,0.0
2015-07-08,7.43,51.62896,19.42,0.0
2015-07-07,7.44,51.97002,19.26,0.0
2015-07-06,7.36,51.05192,19.5,0.0
2015-07-05,0.0,0.0,0.0,0.0
2015-07-04,0.0,0.0,0.0,0.0
2015-07-03,7.42,54.47977,19.93,0.0
2015-07-02,7.43,55.93908,20.02,0.0
2015-07-01,7.47,55.98592,19.71,0.0
2015-06-30,7.42,57.01605,20.41,0.0
2015-06-29,7.33,55.29695,20.57,0.0
2015-06-28,0.0,0.0,0.0,0.0
2015-06-27,0.0,0.0,0.0,0.0
2015-06-26,7.52,56.70491,21.15,0.0
2015-06-25,7.58,56.39836,21.23,0.0
2015-06-24,7.48,56.76352,21.34,0.0
2015-06-23,7.49,57.6837,21.6,0.0
2015-06-22,7.46,55.73742,21.72,0.0
2015-06-21,0.0,0.0,0.0,0.0
2015-06-20,0.0,0.0,0.0,0.0
2015-06-19,7.41,55.56339,21.17,0.0
2015-06-18,7.45,56.49727,21.21,0.0
2015-06-17,7.46,56.69774,21.09,0.0
2015-06-16,7.41,56.66252,21.16,0.0
2015-06-15,7.51,55.49548,21.19,0.0
2015-06-14,0.0,0.0,0.0,0.0
2015-06-13,0.0,0.0,0.0,0.0
2015-06-12,7.6,56.65247,21.46,0.0
2015-06-11,7.5,57.92705,21.89,0.0
2015-06-10,7.58,58.12102,21.88,0.0
2015-06-09,7.56,57.56877,21.53,0.0
2015-06-08,7.44,55.80878,21.48,0.0
2015-06-07,0.0,0.0,0.0,0.0
2015-06-06,0.0,0.0,0.0,0.0
2015-06-05,7.4,56.90275,21.64,0.0
2015-06-04,7.39,54.95216,21.79,0.0
2015-06-03,7.48,56.68592,22.1,0.0
2015-06-02,7.44,58.60403,22.19,0.0
2015-06-01,7.24,59.41936,22.3,0.0
2015-05-31,0.0,0.0,0.0,0.0
2015-05-30,0.0,0.0,0.0,0.0
2015-05-29,7.32,59.74665,22.34,0.0
2015-05-28,7.18,57.25526,22.53,0.0
2015-05-27,7.17,57.02996,22.59,0.0
2015-05-26,7.22,58.50702,22.23,0.0
2015-05-25,7.36,59.64497,22.3,0.0
2015-05-24,0.0,0.0,0.0,0.0
2015-05-23,0.0,0.0,0.0,0.0
2015-05-22,7.3,59.23342,22.71,0.0
2015-05-21,7.3,59.77363,22.79,0.0
2015-05-20,7.35,58.59614,22.69,0.0
2015-05-19,7.37,57.43249,22.52,0.0
2015-05-18,7.6,58.38252,22.18,0.0
2015-05-17,0.0,0.0,0.0,0.0
2015-05-16,0.0,0.0,0.0,0.0
2015-05-15,7.59,58.44122,22.19,0.0
2015-05-14,7.55,58.52008,22.26,0.0
2015-05-13,7.64,58.75473,21.91,0.0
2015-05-12,7.59,59.49987,21.87,0.0
2015-05-11,7.62,58.17351,21.95,0.0
2015-05-10,0.0,0.0,0.0,0.0
2015-05-09,0.0,0.0,0.0,0.0
2015-05-08,7.53,58.27466,21.79,0.0
2015-05-07,7.43,58.16988,21.55,0.0
2015-05-06,7.53,59.85163,21.19,0.0
2015-05-05,7.55,60.28033,21.47,0.0
2015-05-04,7.58,59.54835,22.03,0.0
2015-05-03,0.0,0.0,0.0,0.0
2015-05-02,0.0,0.0,0.0,0.0
2015-05-01,7.48,59.46139,0.0,0.0
2015-04-30,7.39,59.55056,21.98,0.0
2015-04-29,7.46,59.08112,22.08,0.0
2015-04-28,7.35,58.92971,22.46,0.0
2015-04-27,7.15,59.43889,22.28,0.0
2015-04-26,0.0,0.0,0.0,0.0
2015-04-25,0.0,0.0,0.0,0.0
2015-04-24,7.28,60.14927,22.16,0.0
2015-04-23,7.25,59.91316,21.69,0.0
2015-04-22,7.09,58.47315,21.64,0.0
2015-04-21,7.08,57.72736,21.74,0.0
2015-04-20,7.13,59.02875,21.75,0.0
2015-04-19,0.0,0.0,0.0,0.0
2015-04-18,0.0,0.0,0.0,0.0
2015-04-17,6.84,58.86446,21.8,0.0
2015-04-16,6.87,59.62721,22.04,0.0
2015-04-15,6.85,56.80384,22.24,0.0
2015-04-14,6.8,54.81753,22.26,0.0
2015-04-13,6.8,54.7439,22.51,0.0
2015-04-12,0.0,0.0,0.0,0.0
2015-04-11,0.0,0.0,0.0,0.0
2015-04-10,6.94,54.63557,22.13,0.0
2015-04-09,7.01,53.02775,22.2,0.0
2015-04-08,7.12,51.34486,21.92,0.0
2015-04-07,7.11,54.46503,21.69,0.0
2015-04-06,7.15,52.8652,0.0,0.0
2015-04-05,0.0,0.0,0.0,0.0
2015-04-04,0.0,0.0,0.0,0.0
2015-04-03,0.0,0.0,0.0,0.0
2015-04-02,7.15,50.50551,21.22,0.0
2015-04-01,7.15,52.96846,21.21,0.0
2015-03-31,6.93,51.37025,20.97,0.0
2015-03-30,6.88,52.02403,21.29,0.0
2015-03-29,0.0,0.0,0.0,0.0
2015-03-28,0.0,0.0,0.0,0.0
2015-03-27,6.76,51.7428,21.3,0.0
2015-03-26,6.94,54.46765,21.44,0.0
2015-03-25,6.96,51.49056,21.51,0.0
2015-03-24,7.03,50.46703,21.73,0.0
2015-03-23,7.04,51.15258,21.53,0.0
2015-03-22,0.0,0.0,0.0,0.0
2015-03-21,0.0,0.0,0.0,0.0
2015-03-20,7.04,51.00028,21.5,0.0
2015-03-19,6.67,51.18007,20.95,0.0
2015-03-18,6.74,52.48287,20.86,0.0
2015-03-17,6.73,50.50496,20.73,0.0
2015-03-16,6.49,50.4627,20.83,0.0
2015-03-15,0.0,0.0,0.0,0.0
2015-03-14,0.0,0.0,0.0,0.0
2015-03-13,6.46,52.10637,20.7,0.0
2015-03-12,6.41,53.80337,20.74,0.0
2015-03-11,6.76,54.6335,21.06,0.0
2015-03-10,6.82,52.60752,20.83,0.0
2015-03-09,6.68,53.89503,21.11,0.0
2015-03-08,0.0,0.0,0.0,0.0
2015-03-07,0.0,0.0,0.0,0.0
2015-03-06,6.8,55.02027,21.1,0.0
2015-03-05,6.75,54.89698,21.56,0.0
2015-03-04,7.02,54.68256,21.54,0.0
2015-03-03,6.73,54.47728,21.48,0.0
2015-03-02,6.94,53.26534,21.73,0.0
2015-03-01,0.0,0.0,0.0,0.0
2015-02-28,0.0,0.0,0.0,0.0
2015-02-27,7.09,55.89996,21.6,0.0
2015-02-26,7.06,53.64002,21.33,0.0
2015-02-25,7.39,54.23744,21.25,0.0
2015-02-24,7.46,51.74665,21.24,0.0
2015-02-23,7.7,51.9767,20.91,0.0
2015-02-22,0.0,0.0,0.0,0.0
2015-02-21,0.0,0.0,0.0,0.0
2015-02-20,7.32,52.85702,20.61,0.0
2015-02-19,7.34,52.94118,20.54,0.0
2015-02-18,7.49,53.36331,20.51,0.0
2015-02-17,7.47,54.76441,20.64,0.0
2015-02-16,7.65,54.06833,21.05,0.0
2015-02-15,0.0,0.0,0.0,0.0
2015-02-14,0.0,0.0,0.0,0.0
2015-02-13,7.63,53.92707,21.08,0.0
2015-02-12,7.39,50.09659,20.78,0.0
2015-02-11,7.23,48.39738,20.26,0.0
2015-02-10,7.1,49.88508,20.58,0.0
2015-02-09,6.91,51.49616,20.25,0.0
2015-02-08,0.0,0.0,0.0,0.0
2015-02-07,0.0,0.0,0.0,0.0
2015-02-06,6.95,51.05105,20.53,0.0
2015-02-05,6.99,49.4018,20.34,0.0
2015-02-04,6.92,47.44634,20.38,0.0
2015-02-03,7.05,50.48383,20.9,0.0
2015-02-02,7.13,48.31024,20.63,0.0
2015-02-01,0.0,0.0,0.0,0.0
2015-01-31,0.0,0.0,0.0,0.0
2015-01-30,7.07,46.94366,20.84,0.0
2015-01-29,7.04,43.45865,21.28,0.0
2015-01-28,6.94,42.6898,21.15,0.0
2015-01-27,6.83,43.68889,21.02,0.0
2015-01-26,6.85,42.69504,21.07,0.0
2015-01-25,0.0,0.0,0.0,0.0
2015-01-24,0.0,0.0,0.0,0.0
2015-01-23,6.8,43.34962,20.85,0.0
2015-01-22,6.76,42.62497,20.74,0.0
2015-01-21,7.32,42.35853,20.12,0.0
2015-01-20,7.16,41.55698,19.57,0.0
2015-01-19,7.21,42.07081,19.6,0.0
2015-01-18,0.0,0.0,0.0,0.0
2015-01-17,0.0,0.0,0.0,0.0
2015-01-16,7.13,43.44475,19.46,0.0
2015-01-15,7.12,41.09129,19.32,0.0
2015-01-14,7.16,41.30472,18.9,0.0
2015-01-13,7.29,39.53331,19.54,0.0
2015-01-12,6.71,40.10654,19.2,0.0
2015-01-11,0.0,0.0,0.0,0.0
2015-01-10,0.0,0.0,0.0,0.0
2015-01-09,6.71,42.35841,19.47,0.0
2015-01-08,6.81,43.12431,19.76,0.0
2015-01-07,6.78,43.23753,19.6,0.0
2015-01-06,6.76,42.86194,19.8,0.0
2015-01-05,6.89,44.54416,20.05,0.0
2015-01-04,0.0,0.0,0.0,0.0
2015-01-03,0.0,0.0,0.0,0.0
2015-01-02,6.99,46.97752,20.98,0.0
2015-01-01,0.0,0.0,0.0,0.0
2014-12-31,0.0,0.0,0.0,0.0
2014-12-30,0.0,0.0,0.0,0.0
2014-12-29,0.0,0.0,0.0,0.0
2014-12-28,0.0,0.0,0.0,0.0
2014-12-27,0.0,0.0,0.0,0.0
2014-12-26,0.0,0.0,0.0,0.0
2014-12-25,0.0,0.0,0.0,0.0
2014-12-24,0.0,0.0,0.0,0.0
2014-12-23,0.0,0.0,0.0,0.0
2014-12-22,0.0,0.0,0.0,0.0
2014-12-21,0.0,0.0,0.0,0.0
2014-12-20,0.0,0.0,0.0,0.0
2014-12-19,0.0,0.0,0.0,0.0
2014-12-18,0.0,0.0,0.0,0.0
2014-12-17,0.0,0.0,0.0,0.0
2014-12-16,0.0,0.0,0.0,0.0
2014-12-15,0.0,0.0,0.0,0.0
2014-12-14,0.0,0.0,0.0,0.0
2014-12-13,0.0,0.0,0.0,0.0
2014-12-12,0.0,0.0,0.0,0.0
2014-12-11,0.0,0.0,0.0,0.0
2014-12-10,0.0,0.0,0.0,0.0
2014-12-09,0.0,0.0,0.0,0.0
2014-12-08,0.0,0.0,0.0,0.0
2014-12-07,0.0,0.0,0.0,0.0
2014-12-06,0.0,0.0,0.0,0.0
2014-12-05,0.0,0.0,0.0,0.0
2014-12-04,0.0,0.0,0.0,0.0
2014-12-03,0.0,0.0,0.0,0.0
2014-12-02,0.0,0.0,0.0,0.0
2014-12-01,0.0,0.0,0.0,0.0
2014-11-30,0.0,0.0,0.0,0.0
2014-11-29,0.0,0.0,0.0,0.0
2014-11-28,0.0,0.0,0.0,0.0
2014-11-27,0.0,0.0,0.0,0.0
2014-11-26,0.0,0.0,0.0,0.0
2014-11-25,0.0,0.0,0.0,0.0
2014-11-24,0.0,0.0,0.0,0.0
2014-11-23,0.0,0.0,0.0,0.0
2014-11-22,0.0,0.0,0.0,0.0
2014-11-21,0.0,0.0,0.0,0.0
2014-11-20,0.0,0.0,0.0,0.0
2014-11-19,0.0,0.0,0.0,0.0
2014-11-18,0.0,0.0,0.0,0.0
2014-11-17,0.0,0.0,0.0,0.0
2014-11-16,0.0,0.0,0.0,0.0
2014-11-15,0.0,0.0,0.0,0.0
2014-11-14,0.0,0.0,0.0,0.0
2014-11-13,0.0,0.0,0.0,0.0
2014-11-12,0.0,0.0,0.0,0.0
2014-11-11,0.0,0.0,0.0,0.0
2014-11-10,0.0,0.0,0.0,0.0
2014-11-09,0.0,0.0,0.0,0.0
2014-11-08,0.0,0.0,0.0,0.0
2014-11-07,0.0,0.0,0.0,0.0
2014-11-06,0.0,0.0,0.0,0.0
2014-11-05,0.0,0.0,0.0,0.0
2014-11-04,0.0,0.0,0.0,0.0
2014-11-03,0.0,0.0,0.0,0.0
2014-11-02,0.0,0.0,0.0,0.0
2014-11-01,0.0,0.0,0.0,0.0
2014-10-31,0.0,0.0,0.0,0.0
2014-10-30,0.0,0.0,0.0,0.0
2014-10-29,0.0,0.0,0.0,0.0
2014-10-28,0.0,0.0,0.0,0.0
2014-10-27,0.0,0.0,0.0,0.0
2014-10-26,0.0,0.0,0.0,0.0
2014-10-25,0.0,0.0,0.0,0.0
2014-10-24,0.0,0.0,0.0,0.0
2014-10-23,0.0,0.0,0.0,0.0
2014-10-22,0.0,0.0,0.0,0.0
2014-10-21,0.0,0.0,0.0,0.0
2014-10-20,0.0,0.0,0.0,0.0
2014-10-19,0.0,0.0,0.0,0.0
2014-10-18,0.0,0.0,0.0,0.0
2014-10-17,0.0,0.0,0.0,0.0
2014-10-16,0.0,0.0,0.0,0.0
2014-10-15,0.0,0.0,0.0,0.0
2014-10-14,0.0,0.0,0.0,0.0
2014-10-13,0.0,0.0,0.0,0.0
2014-10-12,0.0,0.0,0.0,0.0
2014-10-11,0.0,0.0,0.0,0.0
2014-10-10,0.0,0.0,0.0,0.0
2014-10-09,0.0,0.0,0.0,0.0
2014-10-08,0.0,0.0,0.0,0.0
2014-10-07,0.0,0.0,0.0,0.0
2014-10-06,0.0,0.0,0.0,0.0
2014-10-05,0.0,0.0,0.0,0.0
2014-10-04,0.0,0.0,0.0,0.0
2014-10-03,0.0,0.0,0.0,0.0
2014-10-02,0.0,0.0,0.0,0.0
2014-10-01,0.0,0.0,0.0,0.0
2014-09-30,0.0,0.0,0.0,0.0
2014-09-29,0.0,0.0,0.0,0.0
2014-09-28,0.0,0.0,0.0,0.0
2014-09-27,0.0,0.0,0.0,0.0
2014-09-26,0.0,0.0,0.0,0.0
2014-09-25,0.0,0.0,0.0,0.0
2014-09-24,0.0,0.0,0.0,0.0
2014-09-23,0.0,0.0,0.0,0.0
2014-09-22,0.0,0.0,0.0,0.0
2014-09-21,0.0,0.0,0.0,0.0
2014-09-20,0.0,0.0,0.0,0.0
2014-09-19,0.0,0.0,0.0,0.0
2014-09-18,0.0,0.0,0.0,0.0
2014-09-17,0.0,0.0,0.0,0.0
2014-09-16,0.0,0.0,0.0,0.0
2014-09-15,0.0,0.0,0.0,0.0
2014-09-14,0.0,0.0,0.0,0.0
2014-09-13,0.0,0.0,0.0,0.0
2014-09-12,0.0,0.0,0.0,0.0
2014-09-11,0.0,0.0,0.0,0.0
2014-09-10,0.0,0.0,0.0,0.0
2014-09-09,0.0,0.0,0.0,0.0
2014-09-08,0.0,0.0,0.0,0.0
2014-09-07,0.0,0.0,0.0,0.0
2014-09-06,0.0,0.0,0.0,0.0
2014-09-05,0.0,0.0,0.0,0.0
2014-09-04,0.0,0.0,0.0,0.0
2014-09-03,0.0,0.0,0.0,0.0
2014-09-02,0.0,0.0,0.0,0.0
2014-09-01,0.0,0.0,0.0,0.0
2014-08-31,0.0,0.0,0.0,0.0
2014-08-30,0.0,0.0,0.0,0.0
2014-08-29,0.0,0.0,0.0,0.0
2014-08-28,0.0,0.0,0.0,0.0
2014-08-27,0.0,0.0,0.0,0.0
2014-08-26,0.0,0.0,0.0,0.0
2014-08-25,0.0,0.0,0.0,0.0
2014-08-24,0.0,0.0,0.0,0.0
2014-08-23,0.0,0.0,0.0,0.0
2014-08-22,0.0,0.0,0.0,0.0
2014-08-21,0.0,0.0,0.0,0.0
2014-08-20,0.0,0.0,0.0,0.0
2014-08-19,0.0,0.0,0.0,0.0
2014-08-18,0.0,0.0,0.0,0.0
2014-08-17,0.0,0.0,0.0,0.0
2014-08-16,0.0,0.0,0.0,0.0
2014-08-15,0.0,0.0,0.0,0.0
2014-08-14,0.0,0.0,0.0,0.0
2014-08-13,0.0,0.0,0.0,0.0
2014-08-12,0.0,0.0,0.0,0.0
2014-08-11,0.0,0.0,0.0,0.0
2014-08-10,0.0,0.0,0.0,0.0
2014-08-09,0.0,0.0,0.0,0.0
2014-08-08,0.0,0.0,0.0,0.0
2014-08-07,0.0,0.0,0.0,0.0
2014-08-06,0.0,0.0,0.0,0.0
2014-08-05,0.0,0.0,0.0,0.0
2014-08-04,0.0,0.0,0.0,0.0
2014-08-03,0.0,0.0,0.0,0.0
2014-08-02,0.0,0.0,0.0,0.0
2014-08-01,0.0,0.0,0.0,0.0
2014-07-31,0.0,0.0,0.0,0.0
2014-07-30,0.0,0.0,0.0,0.0
2014-07-29,0.0,0.0,0.0,0.0
2014-07-28,0.0,0.0,0.0,0.0
2014-07-27,0.0,0.0,0.0,0.0
2014-07-26,0.0,0.0,0.0,0.0
2014-07-25,0.0,0.0,0.0,0.0
2014-07-24,0.0,0.0,0.0,0.0
2014-07-23,0.0,0.0,0.0,0.0
2014-07-22,0.0,0.0,0.0,0.0
2014-07-21,0.0,0.0,0.0,0.0
2014-07-20,0.0,0.0,0.0,0.0
2014-07-19,0.0,0.0,0.0,0.0
2014-07-18,0.0,0.0,0.0,0.0
2014-07-17,0.0,0.0,0.0,0.0
2014-07-16,0.0,0.0,0.0,0.0
2014-07-15,0.0,0.0,0.0,0.0
2014-07-14,0.0,0.0,0.0,0.0
2014-07-13,0.0,0.0,0.0,0.0
2014-07-12,0.0,0.0,0.0,0.0
2014-07-11,0.0,0.0,0.0,0.0
2014-07-10,0.0,0.0,0.0,0.0
2014-07-09,0.0,0.0,0.0,0.0
2014-07-08,0.0,0.0,0.0,0.0
2014-07-07,0.0,0.0,0.0,0.0
2014-07-06,0.0,0.0,0.0,0.0
2014-07-05,0.0,0.0,0.0,0.0
2014-07-04,0.0,0.0,0.0,0.0
2014-07-03,0.0,0.0,0.0,0.0
2014-07-02,0.0,0.0,0.0,0.0
2014-07-01,0.0,0.0,0.0,0.0
2014-06-30,0.0,0.0,0.0,0.0
2014-06-29,0.0,0.0,0.0,0.0
2014-06-28,0.0,0.0,0.0,0.0
2014-06-27,0.0,0.0,0.0,0.0
2014-06-26,0.0,0.0,0.0,0.0
2014-06-25,0.0,0.0,0.0,0.0
2014-06-24,0.0,0.0,0.0,0.0
2014-06-23,0.0,0.0,0.0,0.0
2014-06-22,0.0,0.0,0.0,0.0
2014-06-21,0.0,0.0,0.0,0.0
2014-06-20,0.0,0.0,0.0,0.0
2014-06-19,0.0,0.0,0.0,0.0
2014-06-18,0.0,0.0,0.0,0.0
2014-06-17,0.0,0.0,0.0,0.0
2014-06-16,0.0,0.0,0.0,0.0
2014-06-15,0.0,0.0,0.0,0.0
2014-06-14,0.0,0.0,0.0,0.0
2014-06-13,0.0,0.0,0.0,0.0
2014-06-12,0.0,0.0,0.0,0.0
2014-06-11,0.0,0.0,0.0,0.0
2014-06-10,0.0,0.0,0.0,0.0
2014-06-09,0.0,0.0,0.0,0.0
2014-06-08,0.0,0.0,0.0,0.0
2014-06-07,0.0,0.0,0.0,0.0
2014-06-06,0.0,0.0,0.0,0.0
2014-06-05,0.0,0.0,0.0,0.0
2014-06-04,0.0,0.0,0.0,0.0
2014-06-03,0.0,0.0,0.0,0.0
2014-06-02,0.0,0.0,0.0,0.0
2014-06-01,0.0,0.0,0.0,0.0
2014-05-31,0.0,0.0,0.0,0.0
2014-05-30,0.0,0.0,0.0,0.0
2014-05-29,0.0,0.0,0.0,0.0
2014-05-28,0.0,0.0,0.0,0.0
2014-05-27,0.0,0.0,0.0,0.0
2014-05-26,0.0,0.0,0.0,0.0
2014-05-25,0.0,0.0,0.0,0.0
2014-05-24,0.0,0.0,0.0,0.0
2014-05-23,0.0,0.0,0.0,0.0
2014-05-22,0.0,0.0,0.0,0.0
2014-05-21,0.0,0.0,0.0,0.0
2014-05-20,0.0,0.0,0.0,0.0
2014-05-19,0.0,0.0,0.0,0.0
2014-05-18,0.0,0.0,0.0,0.0
2014-05-17,0.0,0.0,0.0,0.0
2014-05-16,0.0,0.0,0.0,0.0
2014-05-15,0.0,0.0,0.0,0.0
2014-05-14,0.0,0.0,0.0,0.0
2014-05-13,0.0,0.0,0.0,0.0
2014-05-12,0.0,0.0,0.0,0.0
2014-05-11,0.0,0.0,0.0,0.0
2014-05-10,0.0,0.0,0.0,0.0
2014-05-09,0.0,0.0,0.0,0.0
2014-05-08,0.0,0.0,0.0,0.0
2014-05-07,0.0,0.0,0.0,0.0
2014-05-06,0.0,0.0,0.0,0.0
2014-05-05,0.0,0.0,0.0,0.0
2014-05-04,0.0,0.0,0.0,0.0
2014-05-03,0.0,0.0,0.0,0.0
2014-05-02,0.0,0.0,0.0,0.0
2014-05-01,0.0,0.0,0.0,0.0
2014-04-30,0.0,0.0,0.0,0.0
2014-04-29,0.0,0.0,0.0,0.0
2014-04-28,0.0,0.0,0.0,0.0
2014-04-27,0.0,0.0,0.0,0.0
2014-04-26,0.0,0.0,0.0,0.0
2014-04-25,0.0,0.0,0.0,0.0
2014-04-24,0.0,0.0,0.0,0.0
2014-04-23,0.0,0.0,0.0,0.0
2014-04-22,0.0,0.0,0.0,0.0
2014-04-21,0.0,0.0,0.0,0.0
2014-04-20,0.0,0.0,0.0,0.0
2014-04-19,0.0,0.0,0.0,0.0
2014-04-18,0.0,0.0,0.0,0.0
2014-04-17,0.0,0.0,0.0,0.0
2014-04-16,0.0,0.0,0.0,0.0
2014-04-15,0.0,0.0,0.0,0.0
2014-04-14,0.0,0.0,0.0,0.0
2014-04-13,0.0,0.0,0.0,0.0
2014-04-12,0.0,0.0,0.0,0.0
2014-04-11,0.0,0.0,0.0,0.0
2014-04-10,0.0,0.0,0.0,0.0
2014-04-09,0.0,0.0,0.0,0.0
2014-04-08,0.0,0.0,0.0,0.0
2014-04-07,0.0,0.0,0.0,0.0
2014-04-06,0.0,0.0,0.0,0.0
2014-04-05,0.0,0.0,0.0,0.0
2014-04-04,0.0,0.0,0.0,0.0
2014-04-03,0.0,0.0,0.0,0.0
2014-04-02,0.0,0.0,0.0,0.0
2014-04-01,0.0,0.0,0.0,0.0
2014-03-31,0.0,0.0,0.0,0.0
2014-03-30,0.0,0.0,0.0,0.0
2014-03-29,0.0,0.0,0.0,0.0
2014-03-28,0.0,0.0,0.0,0.0
2014-03-27,0.0,0.0,0.0,0.0
2014-03-26,0.0,0.0,0.0,0.0
2014-03-25,0.0,0.0,0.0,0.0
2014-03-24,0.0,0.0,0.0,0.0
2014-03-23,0.0,0.0,0.0,0.0
2014-03-22,0.0,0.0,0.0,0.0
2014-03-21,0.0,0.0,0.0,0.0
2014-03-20,0.0,0.0,0.0,0.0
2014-03-19,0.0,0.0,0.0,0.0
2014-03-18,0.0,0.0,0.0,0.0
2014-03-17,0.0,0.0,0.0,0.0
2014-03-16,0.0,0.0,0.0,0.0
2014-03-15,0.0,0.0,0.0,0.0
2014-03-14,0.0,0.0,0.0,0.0
2014-03-13,0.0,0.0,0.0,0.0
2014-03-12,0.0,0.0,0.0,0.0
2014-03-11,0.0,0.0,0.0,0.0
2014-03-10,0.0,0.0,0.0,0.0
2014-03-09,0.0,0.0,0.0,0.0
2014-03-08,0.0,0.0,0.0,0.0
2014-03-07,0.0,0.0,0.0,0.0
2014-03-06,0.0,0.0,0.0,0.0
2014-03-05,0.0,0.0,0.0,0.0
2014-03-04,0.0,0.0,0.0,0.0
2014-03-03,0.0,0.0,0.0,0.0
2014-03-02,0.0,0.0,0.0,0.0
2014-03-01,0.0,0.0,0.0,0.0
2014-02-28,0.0,0.0,0.0,0.0
2014-02-27,0.0,0.0,0.0,0.0
2014-02-26,0.0,0.0,0.0,0.0
2014-02-25,0.0,0.0,0.0,0.0
2014-02-24,0.0,0.0,0.0,0.0
2014-02-23,0.0,0.0,0.0,0.0
2014-02-22,0.0,0.0,0.0,0.0
2014-02-21,0.0,0.0,0.0,0.0
2014-02-20,0.0,0.0,0.0,0.0
2014-02-19,0.0,0.0,0.0,0.0
2014-02-18,0.0,0.0,0.0,0.0
2014-02-17,0.0,0.0,0.0,0.0
2014-02-16,0.0,0.0,0.0,0.0
2014-02-15,0.0,0.0,0.0,0.0
2014-02-14,0.0,0.0,0.0,0.0
2014-02-13,0.0,0.0,0.0,0.0
2014-02-12,0.0,0.0,0.0,0.0
2014-02-11,0.0,0.0,0.0,0.0
2014-02-10,0.0,0.0,0.0,0.0
2014-02-09,0.0,0.0,0.0,0.0
2014-02-08,0.0,0.0,0.0,0.0
2014-02-07,0.0,0.0,0.0,0.0
2014-02-06,0.0,0.0,0.0,0.0
2014-02-05,0.0,0.0,0.0,0.0
2014-02-04,0.0,0.0,0.0,0.0
2014-02-03,0.0,0.0,0.0,0.0
2014-02-02,0.0,0.0,0.0,0.0
2014-02-01,0.0,0.0,0.0,0.0
2014-01-31,0.0,0.0,0.0,0.0
2014-01-30,0.0,0.0,0.0,0.0
2014-01-29,0.0,0.0,0.0,0.0
2014-01-28,0.0,0.0,0.0,0.0
2014-01-27,0.0,0.0,0.0,0.0
2014-01-26,0.0,0.0,0.0,0.0
2014-01-25,0.0,0.0,0.0,0.0
2014-01-24,0.0,0.0,0.0,0.0
2014-01-23,0.0,0.0,0.0,0.0
2014-01-22,0.0,0.0,0.0,0.0
2014-01-21,0.0,0.0,0.0,0.0
2014-01-20,0.0,0.0,0.0,0.0
2014-01-19,0.0,0.0,0.0,0.0
2014-01-18,0.0,0.0,0.0,0.0
2014-01-17,0.0,0.0,0.0,0.0
2014-01-16,0.0,0.0,0.0,0.0
2014-01-15,0.0,0.0,0.0,0.0
2014-01-14,0.0,0.0,0.0,0.0
2014-01-13,0.0,0.0,0.0,0.0
2014-01-12,0.0,0.0,0.0,0.0
2014-01-11,0.0,0.0,0.0,0.0
2014-01-10,0.0,0.0,0.0,0.0
2014-01-09,0.0,0.0,0.0,0.0
2014-01-08,0.0,0.0,0.0,0.0
2014-01-07,0.0,0.0,0.0,0.0
2014-01-06,0.0,0.0,0.0,0.0
2014-01-05,0.0,0.0,0.0,0.0
2014-01-04,0.0,0.0,0.0,0.0
2014-01-03,0.0,0.0,0.0,0.0
2014-01-02,0.0,0.0,0.0,0.0
2014-01-01,0.0,0.0,0.0,0.0
