,DE_LU_WINDONSHORE,FR_WINDONSHORE,IT_NORD_WINDONSHORE,ES_WINDONSHORE
2021-11-15,518634.0,64247.0,478.0,261913.0
2021-11-16,101830.0,30301.0,313.0,214780.0
2021-11-17,1119344.0,44466.0,161.0,275429.0
2021-11-18,2304818.0,37645.0,104.0,209371.0
2021-11-19,2239631.0,32553.0,44.0,156707.0
2021-11-20,1517764.0,23247.0,95.0,78242.0
2021-11-21,827146.0,65346.0,466.0,88878.0
2021-11-22,905611.0,211548.0,263.0,166141.0
2021-11-23,818661.0,171506.0,814.0,208207.0
2021-11-24,480561.0,70551.0,593.0,185920.0
2021-11-25,752468.0,63355.0,445.0,245754.0
2021-11-26,1290496.0,158109.0,414.0,255113.0
2021-11-27,731399.0,158595.0,689.0,365448.0
2021-11-28,278784.0,166244.0,301.0,343949.0
2021-11-29,826893.0,76118.0,551.0,293662.0
2021-11-30,3092575.0,238619.0,580.0,80214.0
2021-12-01,3532081.0,229627.0,912.0,236266.0
2021-12-02,1579946.0,140665.0,293.0,329854.0
2021-12-03,2525522.0,185342.0,368.0,288250.0
2021-12-04,946147.0,219217.0,444.0,318262.0
2021-12-05,666275.0,144565.0,113.0,384187.0
2021-12-06,665497.0,134545.0,506.0,277728.0
2021-12-07,1544472.0,208048.0,186.0,303135.0
2021-12-08,1615342.0,151840.0,443.0,415592.0
2021-12-09,544348.0,151172.0,171.0,383957.0
2021-12-10,497580.0,277926.0,495.0,409564.0
2021-12-11,576292.0,103451.0,535.0,253613.0
2021-12-12,1449744.0,85574.0,121.0,99302.0
2021-12-13,747135.0,37209.0,60.0,92515.0
2021-12-14,724543.0,25967.0,123.0,61382.0
2021-12-15,1096921.0,40474.0,269.0,108964.0
2021-12-16,699273.0,80922.0,284.0,127452.0
2021-12-17,507947.0,149171.0,275.0,112056.0
2021-12-18,995906.0,117684.0,265.0,85693.0
2021-12-19,1969017.0,67662.0,432.0,122699.0
2021-12-20,561753.0,70880.0,685.0,123524.0
2021-12-21,191576.0,55150.0,586.0,130923.0
2021-12-22,507444.0,84474.0,311.0,143551.0
2021-12-23,1430859.0,149338.0,640.0,162395.0
2021-12-24,1764843.0,76336.0,832.0,196470.0
2021-12-25,670262.0,40001.0,463.0,152448.0
2021-12-26,1016028.0,64792.0,546.0,241049.0
2021-12-27,1267846.0,184012.0,383.0,384288.0
2021-12-28,1802261.0,286015.0,565.0,368830.0
2021-12-29,1218575.0,221562.0,103.0,204447.0
2021-12-30,2674609.0,158339.0,432.0,92738.0
2021-12-31,2651367.0,100725.0,227.0,119538.0
2022-01-01,1545489.0,97154.0,458.0,129730.0
2022-01-02,2571254.0,225281.0,772.0,98409.0
2022-01-03,2978689.0,198703.0,780.0,157433.0
2022-01-04,1413654.0,157198.0,1099.0,299099.0
2022-01-05,2912299.0,121609.0,1099.0,275580.0
2022-01-06,1140982.0,89985.0,906.0,191876.0
2022-01-07,2026790.0,207741.0,343.0,204307.0
2022-01-08,1887113.0,245607.0,163.0,263439.0
2022-01-09,1711230.0,138893.0,993.0,384298.0
2022-01-10,214849.0,39825.0,1005.0,297348.0
2022-01-11,392124.0,57094.0,1014.0,239596.0
2022-01-12,586465.0,57373.0,1186.0,254931.0
2022-01-13,1697673.0,63242.0,937.0,124311.0
2022-01-14,1414174.0,25175.0,407.0,81839.0
2022-01-15,271709.0,28063.0,368.0,61003.0
2022-01-16,1726811.0,57552.0,740.0,64564.0
2022-01-17,2562187.0,39969.0,442.0,76241.0
2022-01-18,641203.0,64489.0,458.0,52692.0
2022-01-19,2029889.0,65556.0,660.0,100483.0
2022-01-20,2787998.0,92120.0,506.0,211448.0
2022-01-21,1968898.0,88965.0,618.0,303223.0
2022-01-22,1143092.0,54954.0,440.0,166096.0
2022-01-23,464746.0,62101.0,414.0,97583.0
2022-01-24,315411.0,43608.0,431.0,83757.0
2022-01-25,388476.0,17153.0,427.0,102732.0
2022-01-26,1464718.0,28388.0,663.0,123360.0
2022-01-27,3061059.0,82899.0,719.0,136534.0
2022-01-28,2259654.0,51648.0,555.0,207556.0
2022-01-29,3529271.0,162722.0,428.0,113405.0
2022-01-30,2806304.0,62276.0,438.0,95610.0
2022-01-31,1686239.0,247456.0,787.0,293798.0
2022-02-01,3132371.0,208949.0,507.0,294372.0
2022-02-02,2736022.0,117051.0,526.0,133623.0
2022-02-03,1416658.0,62736.0,372.0,83830.0
2022-02-04,2715538.0,163925.0,236.0,103614.0
2022-02-05,3259755.0,140587.0,36.0,190924.0
2022-02-06,3559275.0,320616.0,745.0,144887.0
2022-02-07,3092034.0,125857.0,792.0,226520.0
2022-02-08,2872172.0,83176.0,469.0,129308.0
2022-02-09,1996208.0,57972.0,1094.0,99144.0
2022-02-10,1248268.0,86980.0,990.0,48393.0
2022-02-11,1579104.0,63024.0,495.0,64846.0
2022-02-12,1359952.0,103401.0,1171.0,41238.0
2022-02-13,2454215.0,250686.0,290.0,244609.0
2022-02-14,2665916.0,196749.0,496.0,281263.0
2022-02-15,2235555.0,209367.0,405.0,182036.0
2022-02-16,3658522.0,314021.0,262.0,308797.0
2022-02-17,3813011.0,257578.0,776.0,166531.0
2022-02-18,3043770.0,272447.0,956.0,146423.0
2022-02-19,3203455.0,238431.0,562.0,215921.0
2022-02-20,3375348.0,285117.0,416.0,133469.0
2022-02-21,3658978.0,304522.0,963.0,196959.0
2022-02-22,3013468.0,181298.0,460.0,168756.0
2022-02-23,2148593.0,43830.0,61.0,106642.0
2022-02-24,2798320.0,184502.0,474.0,139135.0
2022-02-25,2833968.0,109408.0,470.0,291032.0
2022-02-26,650639.0,123759.0,996.0,146314.0
2022-02-27,1082379.0,146019.0,1027.0,57188.0
2022-02-28,1027390.0,71999.0,453.0,61094.0
2022-03-01,666013.0,46886.0,613.0,125964.0
2022-03-02,197924.0,46120.0,297.0,180171.0
2022-03-03,431561.0,30493.0,301.0,176759.0
2022-03-04,520039.0,66832.0,147.0,266042.0
2022-03-05,510372.0,60976.0,720.0,151439.0
2022-03-06,413287.0,112106.0,637.0,121205.0
2022-03-07,565086.0,143586.0,141.0,107260.0
2022-03-08,740363.0,124783.0,447.0,145543.0
