,DE_LU_GAS,FR_GAS,IT_NORD_GAS,ES_GAS
2021-10-22,324241.0,102883.0,216008.0,190984.0
2021-10-23,421408.0,95552.0,131559.0,213151.0
2021-10-24,226833.0,50221.0,99770.0,197954.0
2021-10-25,603952.0,111976.0,221444.0,282551.0
2021-10-26,542158.0,108120.0,234266.0,280282.0
2021-10-27,447323.0,106444.0,229101.0,298471.0
2021-10-28,401015.0,88933.0,216197.0,181973.0
2021-10-29,341019.0,49199.0,225294.0,177105.0
2021-10-30,282781.0,28832.0,178625.0,109598.0
2021-10-31,219295.0,16949.0,156150.0,83710.0
2021-11-01,313195.0,62272.0,169997.0,100887.0
2021-11-02,739407.0,146464.0,252388.0,177053.0
2021-11-03,890575.0,164152.0,258446.0,213202.0
2021-11-04,697969.0,152077.0,256458.0,250243.0
2021-11-05,594886.0,153448.0,247088.0,206482.0
2021-11-06,330975.0,137476.0,189021.0,133520.0
2021-11-07,283314.0,94985.0,162637.0,131557.0
2021-11-08,778688.0,169028.0,274958.0,187946.0
2021-11-09,776119.0,164087.0,288171.0,245823.0
2021-11-10,883119.0,185681.0,289412.0,346924.0
2021-11-11,982831.0,170521.0,273821.0,379122.0
2021-11-12,831284.0,165887.0,271125.0,344907.0
2021-11-13,631085.0,148034.0,235904.0,238190.0
2021-11-14,523626.0,125880.0,204917.0,169687.0
2021-11-15,941138.0,155303.0,292849.0,215035.0
2021-11-16,998856.0,176007.0,287780.0,273938.0
2021-11-17,664923.0,163974.0,290123.0,197176.0
2021-11-18,404797.0,168084.0,287123.0,248917.0
2021-11-19,424394.0,181702.0,284396.0,301575.0
2021-11-20,363051.0,179771.0,256193.0,338351.0
2021-11-21,450778.0,161932.0,240213.0,296165.0
2021-11-22,848157.0,169065.0,300990.0,352462.0
2021-11-23,941683.0,178702.0,316198.0,343919.0
2021-11-24,1065277.0,187247.0,329815.0,373208.0
2021-11-25,967897.0,187508.0,340774.0,330079.0
2021-11-26,710700.0,178574.0,344064.0,291758.0
2021-11-27,729697.0,160935.0,241849.0,147491.0
2021-11-28,608663.0,139191.0,224920.0,151047.0
2021-11-29,864586.0,187002.0,313754.0,281540.0
2021-11-30,472490.0,180132.0,347043.0,433972.0
2021-12-01,394535.0,163460.0,318711.0,294420.0
2021-12-02,759731.0,182659.0,335298.0,238007.0
2021-12-03,521257.0,195119.0,335495.0,273240.0
2021-12-04,636784.0,156535.0,244540.0,173517.0
2021-12-05,613119.0,156478.0,204548.0,111388.0
2021-12-06,901164.0,187096.0,318160.0,177581.0
2021-12-07,811500.0,180596.0,325437.0,174262.0
2021-12-08,695815.0,169374.0,244870.0,97870.0
2021-12-09,963329.0,172182.0,312598.0,137915.0
2021-12-10,931708.0,164004.0,309485.0,133741.0
2021-12-11,810826.0,159515.0,263469.0,169144.0
2021-12-12,447865.0,159924.0,233026.0,217890.0
2021-12-13,846017.0,176139.0,317744.0,349224.0
2021-12-14,892912.0,193652.0,341568.0,390503.0
2021-12-15,879185.0,190354.0,316596.0,341493.0
2021-12-16,963827.0,184545.0,316006.0,291957.0
2021-12-17,958357.0,171749.0,328372.0,346938.0
2021-12-18,699960.0,168242.0,238863.0,294583.0
2021-12-19,437745.0,183612.0,249959.0,230276.0
2021-12-20,930172.0,185613.0,341453.0,317544.0
2021-12-21,1064519.0,200439.0,368344.0,331391.0
2021-12-22,966707.0,196692.0,348682.0,284098.0
2021-12-23,546393.0,170948.0,300550.0,281417.0
2021-12-24,365494.0,130349.0,191082.0,153047.0
2021-12-25,389780.0,94687.0,130691.0,127518.0
2021-12-26,397661.0,107005.0,136359.0,101192.0
2021-12-27,418201.0,75423.0,197528.0,71133.0
2021-12-28,353955.0,61712.0,164347.0,67893.0
2021-12-29,373232.0,64109.0,131610.0,89266.0
2021-12-30,307824.0,62690.0,109753.0,115933.0
2021-12-31,267437.0,69767.0,78201.0,79012.0
2022-01-01,264330.0,63280.0,93042.0,86366.0
2022-01-02,254595.0,64645.0,110847.0,150233.0
2022-01-03,374214.0,78794.0,162490.0,168449.0
2022-01-04,626629.0,118355.0,182143.0,118693.0
2022-01-05,399672.0,121258.0,165878.0,137944.0
2022-01-06,647230.0,139454.0,169950.0,127281.0
2022-01-07,509734.0,134750.0,173151.0,171936.0
2022-01-08,422653.0,83623.0,167720.0,99010.0
2022-01-09,456120.0,111487.0,153696.0,86792.0
2022-01-10,1049854.0,186243.0,281712.0,185521.0
2022-01-11,1079845.0,198372.0,302723.0,224796.0
2022-01-12,1080015.0,202135.0,307383.0,226405.0
2022-01-13,866179.0,216009.0,301225.0,304724.0
2022-01-14,946956.0,202249.0,304222.0,342645.0
2022-01-15,903854.0,192447.0,229592.0,239539.0
2022-01-16,458076.0,193939.0,185239.0,232924.0
2022-01-17,613911.0,184858.0,315491.0,335592.0
2022-01-18,1048170.0,195133.0,325363.0,391221.0
2022-01-19,715630.0,179219.0,322291.0,355748.0
2022-01-20,571333.0,193548.0,304663.0,274059.0
2022-01-21,754923.0,193418.0,321764.0,200978.0
2022-01-22,855212.0,204296.0,250360.0,234006.0
2022-01-23,866186.0,197351.0,201928.0,250154.0
2022-01-24,1093536.0,196555.0,332039.0,364176.0
2022-01-25,1209158.0,195416.0,349943.0,376242.0
2022-01-26,984433.0,176072.0,338215.0,366295.0
2022-01-27,539421.0,193598.0,342465.0,339805.0
2022-01-28,654349.0,194200.0,315429.0,237614.0
2022-01-29,404422.0,145172.0,214483.0,197731.0
2022-01-30,380941.0,172883.0,186255.0,208684.0
2022-01-31,720164.0,150202.0,291155.0,158026.0
2022-02-01,606098.0,163844.0,292062.0,146983.0
2022-02-02,658949.0,176709.0,309114.0,311611.0
2022-02-03,888329.0,178439.0,311127.0,360166.0
2022-02-04,575851.0,159365.0,301257.0,284547.0
2022-02-05,380712.0,118598.0,231676.0,151548.0
2022-02-06,308902.0,90978.0,175489.0,158908.0
2022-02-07,489422.0,164685.0,253210.0,210144.0
2022-02-08,530445.0,181840.0,263580.0,285925.0
2022-02-09,639512.0,189352.0,284603.0,314663.0
2022-02-10,846133.0,189798.0,276744.0,350807.0
2022-02-11,708640.0,189704.0,285004.0,284592.0
2022-02-12,517630.0,177193.0,213146.0,183519.0
2022-02-13,399157.0,92250.0,154815.0,115629.0
2022-02-14,545091.0,143330.0,268572.0,139619.0
2022-02-15,598088.0,135885.0,274922.0,144684.0
2022-02-16,489424.0,80740.0,272526.0,141791.0
2022-02-17,411883.0,107114.0,259177.0,220017.0
2022-02-18,479366.0,87740.0,254216.0,159833.0
2022-02-19,385188.0,65986.0,171905.0,120094.0
2022-02-20,318050.0,62909.0,131835.0,143341.0
2022-02-21,396707.0,85391.0,252746.0,169254.0
2022-02-22,496774.0,114642.0,237141.0,181009.0
2022-02-23,570948.0,144548.0,229511.0,241554.0
2022-02-24,486835.0,93350.0,261247.0,219847.0
2022-02-25,440132.0,109074.0,223017.0,139991.0
2022-02-26,515914.0,139879.0,123890.0,158271.0
2022-02-27,344229.0,88999.0,103655.0,203121.0
2022-02-28,578768.0,170261.0,242564.0,245938.0
2022-03-01,831390.0,198238.0,285712.0,234625.0
2022-03-02,932178.0,179952.0,296639.0,215144.0
2022-03-03,784082.0,166528.0,256242.0,166848.0
2022-03-04,754543.0,148249.0,254998.0,137636.0
2022-03-05,534487.0,111257.0,129862.0,141862.0
2022-03-06,479148.0,104322.0,138072.0,132039.0
2022-03-07,819061.0,161992.0,252500.0,219235.0
2022-03-08,633471.0,141152.0,263890.0,192967.0
