,DE_LU_BIO,FR_BIO,IT_NORD_BIO,ES_BIO
2019-03-19,454377.0,8167.0,4740.0,8014.0
2019-03-20,474190.0,8072.0,4932.0,8017.0
2019-03-21,473361.0,8079.0,4964.0,8280.0
2019-03-22,473147.0,7872.0,4881.0,8225.0
2019-03-23,471694.0,7686.0,4950.0,8266.0
2019-03-24,471777.0,7404.0,4949.0,7879.0
2019-03-25,471433.0,7413.0,4796.0,7864.0
2019-03-26,473200.0,7469.0,4444.0,8144.0
2019-03-27,471405.0,7655.0,4734.0,8227.0
2019-03-28,460044.0,7693.0,4695.0,8029.0
2019-03-29,459308.0,7615.0,4905.0,7293.0
2019-03-30,469097.0,7708.0,4831.0,7098.0
2019-03-31,468458.0,7223.0,4824.0,6831.0
2019-04-01,466296.0,7728.0,4841.0,6743.0
2019-04-02,467568.0,7701.0,4770.0,6797.0
2019-04-03,468958.0,7739.0,4800.0,6363.0
2019-04-04,470682.0,7792.0,4479.0,6958.0
2019-04-05,469235.0,8057.0,4277.0,6992.0
2019-04-06,469439.0,8112.0,4271.0,6918.0
2019-04-07,461971.0,7987.0,4029.0,6786.0
2019-04-08,434384.0,7981.0,3972.0,7259.0
2019-04-09,432054.0,8025.0,3973.0,6077.0
2019-04-10,437036.0,8000.0,4044.0,5079.0
2019-04-11,436230.0,8021.0,3956.0,5080.0
2019-04-12,440060.0,8017.0,4157.0,6007.0
2019-04-13,468179.0,8024.0,4430.0,6080.0
2019-04-14,465468.0,8034.0,4033.0,5291.0
2019-04-15,455287.0,7357.0,3865.0,5413.0
2019-04-16,463232.0,8038.0,4165.0,5470.0
2019-04-17,468959.0,8009.0,4423.0,5430.0
2019-04-18,468487.0,8028.0,4293.0,5622.0
